compound,const,workerID,judgement
romance movie,movie,1011,5
romance movie,romance,1046,3
romance movie,movie,1048,5
romance movie,romance,1036,4
romance movie,romance,1048,5
romance movie,movie,1079,5
romance movie,romance,1037,5
romance movie,movie,1036,5
romance movie,romance,1006,5
romance movie,movie,1087,5
romance movie,movie,1037,5
romance movie,movie,1073,5
romance movie,romance,1073,4
romance movie,romance,1029,5
romance movie,romance,1087,5
romance movie,movie,1046,5
romance movie,movie,1001,5
romance movie,movie,1006,5
romance movie,romance,1081,5
romance movie,movie,1081,3
romance movie,movie,1029,5
romance movie,movie,1056,5
romance movie,romance,1079,5
romance movie,romance,1011,4
rowing machine,machine,1043,5
rowing machine,machine,1087,4
rowing machine,machine,1006,5
rowing machine,machine,1099,0
rowing machine,machine,1079,5
rowing machine,machine,1048,5
rowing machine,machine,1029,5
rowing machine,machine,1081,3
rowing machine,machine,1001,2
rowing machine,rowing,1037,5
rowing machine,rowing,1087,5
rowing machine,machine,1037,5
rowing machine,machine,1046,5
rowing machine,machine,1036,5
rowing machine,rowing,1046,5
rowing machine,rowing,1081,4
rowing machine,rowing,1029,5
rowing machine,rowing,1001,5
rowing machine,machine,1073,0
rowing machine,rowing,1036,5
rowing machine,rowing,1043,5
rowing machine,rowing,1099,3
rowing machine,rowing,1073,5
rowing machine,machine,1056,5
rowing machine,rowing,1011,4
rowing machine,machine,1011,5
rowing machine,rowing,1079,5
rowing machine,rowing,1006,5
rowing machine,rowing,1056,5
rowing machine,rowing,1048,5
sewing machine,sewing,1056,5
sewing machine,sewing,1029,5
sewing machine,sewing,1001,5
sewing machine,sewing,1073,5
sewing machine,sewing,1037,5
sewing machine,sewing,1081,5
sewing machine,sewing,1099,4
sewing machine,sewing,1079,5
sewing machine,sewing,1048,5
sewing machine,sewing,1046,5
sewing machine,sewing,1036,5
sewing machine,sewing,1043,5
sewing machine,sewing,1011,5
sewing machine,sewing,1006,5
sewing machine,sewing,1087,5
sewing machine,machine,1043,5
sewing machine,machine,1081,3
sewing machine,machine,1048,5
sewing machine,machine,1001,3
sewing machine,machine,1099,4
sewing machine,machine,1029,5
sewing machine,machine,1079,5
sewing machine,machine,1056,5
sewing machine,machine,1073,5
sewing machine,machine,1011,5
sewing machine,machine,1046,5
sewing machine,machine,1037,5
sewing machine,machine,1006,5
sewing machine,machine,1036,5
sewing machine,machine,1087,5
sheet music,music,1037,5
sheet music,sheet,1037,4
sheet music,sheet,1099,0
sheet music,sheet,1043,5
sheet music,sheet,1073,5
sheet music,sheet,1036,3
sheet music,sheet,1048,3
sheet music,sheet,1056,5
sheet music,sheet,1087,1
sheet music,sheet,1011,3
sheet music,sheet,1006,5
sheet music,sheet,1046,2
sheet music,sheet,1079,1
sheet music,sheet,1001,2
sheet music,sheet,1029,4
sheet music,sheet,1081,1
sheet music,music,1056,5
sheet music,music,1081,4
sheet music,music,1001,4
sheet music,music,1099,0
sheet music,music,1087,3
sheet music,music,1011,5
sheet music,music,1029,5
sheet music,music,1043,5
sheet music,music,1006,5
sheet music,music,1079,5
sheet music,music,1046,4
sheet music,music,1073,4
sheet music,music,1036,5
sheet music,music,1048,5
soul music,soul,1037,0
soul music,music,1011,5
soul music,soul,1043,2
soul music,soul,1001,1
soul music,soul,1081,1
soul music,soul,1029,3
soul music,music,1087,4
soul music,music,1081,5
soul music,music,1001,4
soul music,music,1043,5
soul music,music,1006,5
soul music,music,1037,5
soul music,music,1048,5
soul music,music,1073,5
soul music,music,1036,5
soul music,music,1029,5
soul music,soul,1079,4
soul music,soul,1011,3
soul music,soul,1036,1
soul music,soul,1046,1
soul music,soul,1099,3
soul music,music,1079,5
soul music,soul,1087,0
soul music,soul,1056,4
soul music,soul,1073,0
soul music,soul,1006,2
soul music,music,1099,3
soul music,music,1056,5
soul music,soul,1048,5
soul music,music,1046,5
steel helmet,steel,1029,5
steel helmet,steel,1011,5
steel helmet,steel,1087,5
steel helmet,steel,1079,5
steel helmet,steel,1081,5
steel helmet,steel,1048,5
steel helmet,steel,1037,5
steel helmet,steel,1099,3
steel helmet,steel,1006,5
steel helmet,steel,1036,5
steel helmet,steel,1056,5
steel helmet,steel,1046,5
steel helmet,steel,1073,0
steel helmet,steel,1043,5
steel helmet,steel,1001,3
steel helmet,helmet,1029,5
steel helmet,helmet,1011,5
steel helmet,helmet,1037,5
steel helmet,helmet,1046,5
steel helmet,helmet,1081,5
steel helmet,helmet,1043,5
steel helmet,helmet,1073,5
steel helmet,helmet,1056,5
steel helmet,helmet,1001,4
steel helmet,helmet,1079,5
steel helmet,helmet,1087,5
steel helmet,helmet,1036,5
steel helmet,helmet,1048,5
steel helmet,helmet,1099,2
steel helmet,helmet,1006,5
ticket machine,ticket,1037,5
ticket machine,ticket,1006,5
ticket machine,ticket,1079,5
ticket machine,ticket,1029,5
ticket machine,ticket,1048,5
ticket machine,ticket,1001,5
ticket machine,ticket,1087,5
ticket machine,ticket,1056,5
ticket machine,ticket,1081,4
ticket machine,ticket,1036,5
ticket machine,ticket,1099,0
ticket machine,ticket,1043,5
ticket machine,ticket,1046,5
ticket machine,ticket,1011,5
ticket machine,ticket,1073,5
ticket machine,machine,1001,1
ticket machine,machine,1081,2
ticket machine,machine,1036,5
ticket machine,machine,1037,5
ticket machine,machine,1006,5
ticket machine,machine,1046,5
ticket machine,machine,1011,5
ticket machine,machine,1048,5
ticket machine,machine,1056,5
ticket machine,machine,1029,5
ticket machine,machine,1079,5
ticket machine,machine,1073,5
ticket machine,machine,1099,0
ticket machine,machine,1043,5
ticket machine,machine,1087,5
war movie,war,1087,5
war movie,war,1029,5
war movie,war,1099,4
war movie,war,1079,5
war movie,war,1006,5
war movie,war,1001,3
war movie,war,1048,5
war movie,war,1046,3
war movie,war,1081,5
war movie,war,1036,2
war movie,war,1043,5
war movie,war,1073,4
war movie,war,1011,5
war movie,movie,1048,5
war movie,movie,1073,5
war movie,movie,1037,5
war movie,movie,1056,5
war movie,movie,1006,5
war movie,movie,1029,5
war movie,movie,1099,4
war movie,movie,1001,5
war movie,movie,1043,5
war movie,movie,1087,5
war movie,movie,1011,5
war movie,movie,1081,4
war movie,movie,1079,5
war movie,movie,1036,5
war movie,war,1056,5
war movie,movie,1046,5
war movie,war,1037,5
