compound,const,workerID,judgement
confidentiality agreement,confidentiality,1089,4
conservation area,area,1000,5
conservation area,area,1045,5
conservation area,area,1024,1
conservation area,conservation,1000,5
conservation area,area,1003,5
conservation area,area,1014,4
conservation area,area,1076,3
conservation area,area,1055,5
conservation area,area,1021,4
conservation area,area,1005,3
conservation area,conservation,1076,3
conservation area,conservation,1055,5
conservation area,conservation,1033,5
conservation area,area,1089,4
conservation area,conservation,1014,4
conservation area,conservation,1024,1
conservation area,conservation,1077,3
conservation area,conservation,1020,5
conservation area,conservation,1003,5
conservation area,conservation,1005,4
conservation area,conservation,1089,4
conservation area,conservation,1069,3
conservation area,area,1069,4
conservation area,conservation,1045,5
conservation area,area,1033,5
conservation area,area,1029,5
conservation area,conservation,1021,4
conservation area,conservation,1029,5
conservation area,area,1077,2
conservation area,area,1020,5
dining area,area,1069,5
dining area,area,1055,0
dining area,area,1003,5
dining area,area,1020,5
dining area,area,1014,4
dining area,area,1077,2
dining area,area,1000,5
dining area,area,1021,2
dining area,area,1033,1
dining area,area,1076,3
dining area,area,1089,4
dining area,area,1005,4
dining area,area,1045,5
dining area,area,1024,1
dining area,dining,1029,4
dining area,dining,1033,1
dining area,dining,1003,5
dining area,dining,1069,4
dining area,dining,1045,5
dining area,dining,1014,4
dining area,dining,1020,5
dining area,dining,1000,5
dining area,dining,1089,4
dining area,dining,1055,5
dining area,dining,1077,4
dining area,area,1029,5
dining area,dining,1024,2
dining area,dining,1076,3
dining area,dining,1005,4
dining area,dining,1021,5
entry barrier,entry,1045,5
entry barrier,barrier,1045,4
entry barrier,entry,1005,5
entry barrier,barrier,1005,5
entry barrier,barrier,1089,4
entry barrier,barrier,1020,5
entry barrier,barrier,1021,4
entry barrier,barrier,1014,3
entry barrier,entry,1055,1
entry barrier,barrier,1033,5
entry barrier,entry,1020,4
entry barrier,barrier,1000,5
entry barrier,entry,1069,5
entry barrier,entry,1024,2
entry barrier,entry,1003,5
entry barrier,entry,1021,4
entry barrier,entry,1014,4
entry barrier,entry,1076,3
entry barrier,barrier,1029,4
entry barrier,entry,1000,5
entry barrier,barrier,1055,1
entry barrier,entry,1033,5
entry barrier,barrier,1076,2
entry barrier,barrier,1024,2
entry barrier,entry,1077,2
entry barrier,barrier,1069,4
entry barrier,barrier,1077,4
entry barrier,entry,1029,4
entry barrier,barrier,1003,5
entry barrier,entry,1089,4
family album,family,1021,0
family album,family,1045,5
family album,album,1055,0
family album,album,1021,0
family album,album,1014,5
family album,album,1000,5
family album,album,1045,5
family album,album,1005,4
family album,album,1020,5
family album,album,1029,5
family album,album,1069,5
family album,album,1077,1
family album,family,1033,4
family album,album,1033,0
family album,album,1024,4
family album,album,1076,3
family album,album,1003,5
family album,family,1014,5
family album,album,1089,4
family album,family,1024,3
family album,family,1089,4
family album,family,1029,5
family album,family,1020,5
family album,family,1005,4
family album,family,1055,4
family album,family,1000,5
family album,family,1076,3
family album,family,1069,5
family album,family,1077,4
family album,family,1003,5
glove box,box,1014,3
glove box,glove,1005,5
glove box,glove,1029,3
glove box,box,1076,3
glove box,glove,1055,4
glove box,glove,1000,0
glove box,box,1089,3
glove box,box,1077,2
glove box,box,1045,1
glove box,glove,1033,0
glove box,box,1005,3
glove box,glove,1021,0
glove box,box,1021,5
glove box,box,1055,1
glove box,box,1029,5
glove box,box,1033,0
glove box,glove,1069,2
glove box,glove,1089,1
glove box,glove,1077,3
glove box,glove,1020,5
glove box,box,1020,5
glove box,glove,1076,3
glove box,glove,1045,5
glove box,glove,1003,0
glove box,box,1003,5
glove box,box,1024,2
glove box,glove,1024,2
glove box,box,1000,4
glove box,box,1069,4
glove box,glove,1014,1
language area,language,1003,5
language area,language,1033,0
language area,language,1014,5
language area,language,1045,5
language area,language,1021,1
language area,language,1020,4
language area,language,1076,3
language area,language,1029,5
language area,language,1024,0
language area,language,1069,4
language area,language,1000,4
language area,area,1033,0
language area,area,1077,2
language area,language,1089,4
language area,area,1021,3
language area,area,1069,1
language area,area,1089,4
language area,area,1003,5
language area,area,1005,4
language area,area,1076,3
language area,area,1000,1
language area,language,1055,4
language area,area,1045,3
language area,area,1055,4
language area,area,1024,0
language area,area,1020,4
language area,language,1077,4
language area,area,1029,3
language area,area,1014,2
language area,language,1005,5
language barrier,language,1014,5
language barrier,barrier,1000,0
language barrier,language,1000,5
language barrier,language,1045,5
language barrier,language,1029,5
language barrier,barrier,1076,3
language barrier,barrier,1024,1
language barrier,barrier,1033,1
language barrier,barrier,1089,4
language barrier,barrier,1055,1
language barrier,barrier,1069,5
language barrier,barrier,1077,2
language barrier,barrier,1005,1
language barrier,language,1055,4
language barrier,language,1076,3
language barrier,language,1021,4
language barrier,barrier,1020,5
language barrier,language,1077,3
language barrier,language,1005,5
language barrier,language,1069,5
language barrier,barrier,1014,2
language barrier,barrier,1045,4
language barrier,language,1033,1
language barrier,language,1089,4
language barrier,language,1003,5
language barrier,language,1020,5
language barrier,language,1024,1
language barrier,barrier,1029,4
language barrier,barrier,1003,5
language barrier,barrier,1021,1
letter box,letter,1045,5
letter box,letter,1000,5
letter box,box,1021,1
letter box,letter,1076,3
letter box,letter,1021,1
letter box,letter,1014,4
letter box,box,1055,1
letter box,box,1005,1
letter box,letter,1069,4
letter box,box,1000,3
letter box,letter,1089,4
letter box,box,1045,3
letter box,letter,1003,5
letter box,box,1076,3
letter box,letter,1005,5
letter box,box,1029,5
letter box,letter,1024,2
letter box,box,1033,0
letter box,box,1020,5
letter box,box,1077,2
letter box,letter,1029,5
letter box,box,1024,3
letter box,box,1014,3
letter box,box,1089,4
letter box,box,1003,5
letter box,letter,1055,4
letter box,box,1069,5
letter box,letter,1077,3
letter box,letter,1020,5
letter box,letter,1033,0
licensing agreement,agreement,1029,5
licensing agreement,agreement,1076,3
licensing agreement,licensing,1021,1
licensing agreement,licensing,1029,5
licensing agreement,licensing,1024,0
licensing agreement,agreement,1089,4
licensing agreement,licensing,1089,4
licensing agreement,licensing,1014,5
licensing agreement,licensing,1045,3
licensing agreement,licensing,1005,5
licensing agreement,licensing,1077,4
licensing agreement,licensing,1000,5
licensing agreement,licensing,1003,5
licensing agreement,licensing,1033,3
licensing agreement,licensing,1076,3
licensing agreement,licensing,1069,5
licensing agreement,licensing,1020,5
licensing agreement,agreement,1000,4
licensing agreement,licensing,1055,4
licensing agreement,agreement,1021,4
licensing agreement,agreement,1033,3
licensing agreement,agreement,1077,3
licensing agreement,agreement,1014,5
licensing agreement,agreement,1069,5
licensing agreement,agreement,1024,0
licensing agreement,agreement,1003,5
licensing agreement,agreement,1045,5
licensing agreement,agreement,1020,5
licensing agreement,agreement,1005,5
licensing agreement,agreement,1055,4
loan agreement,agreement,1089,4
loan agreement,agreement,1024,0
loan agreement,loan,1000,5
loan agreement,agreement,1014,5
loan agreement,agreement,1029,5
loan agreement,agreement,1005,5
loan agreement,loan,1045,5
loan agreement,agreement,1021,4
loan agreement,agreement,1020,5
loan agreement,agreement,1045,5
loan agreement,loan,1076,3
loan agreement,agreement,1003,5
loan agreement,loan,1077,4
loan agreement,loan,1024,1
loan agreement,agreement,1055,4
loan agreement,agreement,1033,0
loan agreement,loan,1029,5
loan agreement,loan,1033,0
loan agreement,loan,1069,5
loan agreement,agreement,1076,3
loan agreement,agreement,1069,4
loan agreement,loan,1020,5
loan agreement,loan,1089,4
loan agreement,loan,1055,4
loan agreement,loan,1005,5
loan agreement,loan,1021,4
loan agreement,loan,1003,5
loan agreement,agreement,1000,3
loan agreement,agreement,1077,2
loan agreement,loan,1014,5
lunch box,box,1077,3
lunch box,box,1003,5
lunch box,lunch,1055,4
lunch box,lunch,1005,5
lunch box,lunch,1069,4
lunch box,lunch,1000,5
lunch box,lunch,1024,2
lunch box,lunch,1033,0
lunch box,lunch,1077,2
lunch box,lunch,1089,4
lunch box,lunch,1020,5
lunch box,lunch,1045,5
lunch box,lunch,1029,4
lunch box,lunch,1003,5
lunch box,lunch,1021,4
lunch box,lunch,1076,3
lunch box,box,1089,4
lunch box,lunch,1014,3
lunch box,box,1076,3
lunch box,box,1005,3
lunch box,box,1020,5
lunch box,box,1000,5
lunch box,box,1045,4
lunch box,box,1033,0
lunch box,box,1029,5
lunch box,box,1014,5
lunch box,box,1055,4
lunch box,box,1021,1
lunch box,box,1024,3
lunch box,box,1069,5
music album,music,1033,5
music album,music,1003,5
music album,music,1014,5
music album,music,1005,5
music album,music,1020,5
music album,music,1029,5
music album,music,1000,5
music album,album,1024,4
music album,music,1069,5
music album,music,1089,4
music album,album,1069,5
music album,album,1005,4
music album,album,1077,2
music album,album,1029,5
music album,album,1045,5
music album,album,1020,5
music album,album,1003,5
music album,album,1089,4
music album,album,1055,1
music album,album,1021,0
music album,music,1055,4
music album,album,1076,3
music album,music,1021,5
music album,album,1014,5
music album,music,1076,4
music album,album,1033,5
music album,album,1000,5
music album,music,1045,5
music album,music,1077,4
music album,music,1024,4
noise barrier,noise,1005,5
noise barrier,noise,1000,5
noise barrier,noise,1077,3
noise barrier,barrier,1005,0
noise barrier,noise,1055,4
noise barrier,noise,1045,5
noise barrier,noise,1033,0
noise barrier,barrier,1045,4
noise barrier,noise,1003,5
noise barrier,barrier,1077,2
noise barrier,noise,1089,4
noise barrier,noise,1020,4
noise barrier,noise,1021,4
noise barrier,noise,1014,5
noise barrier,noise,1069,1
noise barrier,barrier,1089,4
noise barrier,barrier,1024,0
noise barrier,barrier,1029,4
noise barrier,noise,1076,3
noise barrier,noise,1029,5
noise barrier,barrier,1076,3
noise barrier,barrier,1033,0
noise barrier,barrier,1000,3
noise barrier,barrier,1055,2
noise barrier,barrier,1003,5
noise barrier,barrier,1014,2
noise barrier,barrier,1069,4
noise barrier,barrier,1021,1
noise barrier,noise,1024,1
noise barrier,barrier,1020,4
pain barrier,pain,1020,4
pain barrier,pain,1003,5
pain barrier,pain,1069,4
pain barrier,pain,1076,3
pain barrier,pain,1005,5
pain barrier,pain,1021,4
pain barrier,pain,1024,1
pain barrier,pain,1055,3
pain barrier,barrier,1089,4
pain barrier,pain,1089,4
pain barrier,pain,1077,4
pain barrier,pain,1045,5
pain barrier,pain,1033,0
pain barrier,pain,1029,5
pain barrier,pain,1014,5
pain barrier,barrier,1033,0
pain barrier,pain,1000,5
pain barrier,barrier,1077,2
pain barrier,barrier,1021,1
pain barrier,barrier,1029,3
pain barrier,barrier,1045,3
pain barrier,barrier,1069,5
pain barrier,barrier,1024,1
pain barrier,barrier,1020,4
pain barrier,barrier,1005,0
pain barrier,barrier,1003,5
pain barrier,barrier,1014,3
pain barrier,barrier,1000,1
pain barrier,barrier,1055,2
pain barrier,barrier,1076,3
parking area,parking,1089,4
parking area,parking,1021,5
parking area,parking,1033,0
parking area,parking,1077,4
parking area,parking,1069,4
parking area,parking,1020,5
parking area,parking,1076,3
parking area,parking,1029,5
parking area,parking,1003,5
parking area,parking,1055,4
parking area,parking,1014,5
parking area,parking,1000,5
parking area,parking,1045,5
parking area,parking,1005,5
parking area,area,1055,0
parking area,parking,1024,2
parking area,area,1005,4
parking area,area,1045,5
parking area,area,1003,5
parking area,area,1077,2
parking area,area,1089,4
parking area,area,1076,3
parking area,area,1020,5
parking area,area,1033,0
parking area,area,1000,5
parking area,area,1021,4
parking area,area,1014,4
parking area,area,1024,1
parking area,area,1029,5
parking area,area,1069,5
plea agreement,plea,1089,4
plea agreement,plea,1005,4
plea agreement,plea,1077,4
plea agreement,plea,1000,3
plea agreement,plea,1045,5
plea agreement,plea,1033,5
plea agreement,plea,1069,5
plea agreement,plea,1003,5
plea agreement,plea,1029,4
plea agreement,plea,1076,3
plea agreement,plea,1014,5
plea agreement,plea,1020,5
plea agreement,plea,1024,0
plea agreement,plea,1021,0
plea agreement,plea,1055,4
plea agreement,agreement,1014,5
plea agreement,agreement,1076,3
plea agreement,agreement,1089,4
plea agreement,agreement,1029,5
plea agreement,agreement,1069,3
plea agreement,agreement,1021,5
plea agreement,agreement,1000,4
plea agreement,agreement,1055,2
plea agreement,agreement,1045,5
plea agreement,agreement,1033,5
plea agreement,agreement,1024,0
plea agreement,agreement,1003,5
plea agreement,agreement,1020,5
plea agreement,agreement,1005,4
plea agreement,agreement,1077,1
safety barrier,safety,1024,2
safety barrier,safety,1000,5
safety barrier,safety,1069,4
safety barrier,safety,1003,5
safety barrier,safety,1089,4
safety barrier,safety,1055,2
safety barrier,safety,1014,5
safety barrier,safety,1005,5
safety barrier,safety,1045,5
safety barrier,safety,1020,5
safety barrier,safety,1021,4
safety barrier,barrier,1055,2
safety barrier,safety,1029,5
safety barrier,barrier,1069,4
safety barrier,barrier,1033,0
safety barrier,safety,1077,4
safety barrier,barrier,1089,4
safety barrier,barrier,1029,5
safety barrier,barrier,1077,2
safety barrier,barrier,1024,2
safety barrier,barrier,1076,3
safety barrier,safety,1033,0
safety barrier,barrier,1000,5
safety barrier,barrier,1045,4
safety barrier,barrier,1005,1
safety barrier,safety,1076,3
safety barrier,barrier,1021,4
safety barrier,barrier,1014,5
safety barrier,barrier,1020,5
safety barrier,barrier,1003,5
service agreement,service,1076,3
service agreement,agreement,1021,4
service agreement,service,1005,4
service agreement,service,1069,4
service agreement,service,1089,4
service agreement,service,1003,5
service agreement,agreement,1005,4
service agreement,service,1020,5
service agreement,service,1014,4
service agreement,agreement,1077,2
service agreement,agreement,1055,3
service agreement,agreement,1000,3
service agreement,service,1077,4
service agreement,agreement,1045,5
service agreement,service,1029,4
service agreement,service,1045,5
service agreement,service,1033,0
service agreement,agreement,1069,5
service agreement,agreement,1033,0
service agreement,service,1055,4
service agreement,agreement,1029,5
service agreement,agreement,1089,4
service agreement,service,1024,0
service agreement,service,1000,5
service agreement,agreement,1014,5
service agreement,agreement,1024,0
service agreement,service,1021,0
service agreement,agreement,1003,5
service agreement,agreement,1020,5
service agreement,agreement,1076,3
service area,area,1069,1
service area,area,1003,5
service area,area,1076,3
service area,area,1000,5
service area,area,1029,5
service area,area,1014,4
service area,area,1021,4
service area,area,1055,1
service area,area,1024,0
service area,area,1020,5
service area,service,1069,5
service area,service,1024,0
service area,service,1003,2
service area,service,1045,5
service area,service,1020,4
service area,service,1033,0
service area,service,1000,4
service area,service,1005,4
service area,service,1021,1
service area,service,1077,4
service area,service,1029,4
service area,service,1089,4
service area,service,1055,4
service area,service,1014,4
service area,service,1076,3
service area,area,1045,5
service area,area,1089,4
service area,area,1033,0
service area,area,1005,4
service area,area,1077,2
studio album,studio,1014,5
studio album,studio,1021,3
studio album,album,1076,3
studio album,studio,1069,0
studio album,studio,1020,4
studio album,album,1033,5
studio album,album,1014,5
studio album,album,1024,3
studio album,studio,1005,4
studio album,studio,1077,1
studio album,studio,1076,3
studio album,studio,1029,3
studio album,studio,1024,1
studio album,album,1045,5
studio album,album,1029,5
studio album,album,1089,4
studio album,album,1000,5
studio album,studio,1045,3
studio album,studio,1033,5
studio album,album,1069,5
studio album,album,1021,0
studio album,studio,1003,5
studio album,studio,1055,4
studio album,studio,1000,3
studio album,album,1055,4
studio album,album,1005,4
studio album,studio,1089,4
studio album,album,1003,5
studio album,album,1020,5
studio album,album,1077,4
tenancy agreement,tenancy,1069,3
tenancy agreement,tenancy,1005,4
tenancy agreement,tenancy,1003,5
tenancy agreement,tenancy,1076,4
tenancy agreement,tenancy,1021,4
tenancy agreement,tenancy,1029,5
tenancy agreement,tenancy,1055,3
tenancy agreement,tenancy,1033,0
tenancy agreement,tenancy,1045,5
tenancy agreement,tenancy,1000,5
tenancy agreement,tenancy,1089,4
tenancy agreement,tenancy,1024,2
tenancy agreement,tenancy,1014,5
tenancy agreement,tenancy,1020,5
tenancy agreement,tenancy,1077,4
tenancy agreement,agreement,1045,5
tenancy agreement,agreement,1089,4
tenancy agreement,agreement,1069,5
tenancy agreement,agreement,1003,5
tenancy agreement,agreement,1076,2
tenancy agreement,agreement,1024,0
tenancy agreement,agreement,1021,4
tenancy agreement,agreement,1005,4
tenancy agreement,agreement,1020,5
tenancy agreement,agreement,1055,2
tenancy agreement,agreement,1000,3
tenancy agreement,agreement,1014,4
tenancy agreement,agreement,1033,0
tenancy agreement,agreement,1029,5
tenancy agreement,agreement,1077,2
ticket barrier,ticket,1005,5
ticket barrier,ticket,1045,5
ticket barrier,ticket,1077,4
ticket barrier,ticket,1020,5
ticket barrier,ticket,1089,4
ticket barrier,ticket,1069,5
ticket barrier,ticket,1000,4
ticket barrier,ticket,1029,5
ticket barrier,ticket,1003,5
ticket barrier,ticket,1021,4
ticket barrier,ticket,1014,5
ticket barrier,ticket,1076,3
ticket barrier,ticket,1055,1
ticket barrier,barrier,1089,4
ticket barrier,barrier,1055,4
ticket barrier,barrier,1029,5
ticket barrier,barrier,1000,5
ticket barrier,barrier,1024,1
ticket barrier,barrier,1076,4
ticket barrier,barrier,1077,2
ticket barrier,barrier,1021,4
ticket barrier,barrier,1020,5
ticket barrier,barrier,1014,5
ticket barrier,barrier,1069,4
ticket barrier,barrier,1045,5
ticket barrier,barrier,1005,1
ticket barrier,barrier,1003,5
ticket barrier,ticket,1024,2
ticket barrier,barrier,1033,0
ticket barrier,ticket,1033,0
