compound,const,workerID,judgement
brain food,food,1098,5
brain food,food,1028,0
brain food,food,1038,0
brain food,food,1008,3
brain food,food,1090,5
brain food,food,1070,3
brain food,food,1002,5
brain food,food,1059,4
brain food,brain,1063,3
brain food,brain,1082,0
brain food,brain,1070,5
brain food,brain,1002,3
brain food,brain,1060,4
brain food,brain,1038,1
brain food,brain,1019,5
brain food,brain,1026,5
brain food,brain,1008,4
brain food,brain,1059,2
brain food,brain,1047,4
brain food,brain,1098,5
brain food,brain,1028,3
brain food,brain,1007,4
brain food,brain,1090,1
card game,card,1063,5
card game,game,1047,5
card game,card,1002,5
card game,card,1019,5
card game,card,1090,4
card game,game,1098,5
card game,game,1002,5
card game,game,1060,4
card game,game,1008,0
card game,game,1007,3
card game,game,1019,5
card game,game,1059,5
card game,game,1082,0
card game,card,1060,4
card game,game,1070,5
card game,game,1026,5
card game,card,1047,5
card game,card,1028,2
card game,card,1070,5
card game,card,1007,4
card game,game,1028,5
card game,card,1026,5
card game,card,1082,5
card game,game,1090,5
card game,game,1063,5
card game,card,1098,5
card game,card,1008,1
card game,card,1059,5
card game,game,1038,1
card game,card,1038,1
ceiling fan,fan,1026,5
ceiling fan,fan,1007,4
ceiling fan,fan,1060,3
ceiling fan,fan,1038,0
ceiling fan,fan,1063,5
ceiling fan,fan,1082,5
ceiling fan,fan,1028,5
ceiling fan,fan,1059,5
ceiling fan,fan,1002,5
ceiling fan,fan,1098,5
ceiling fan,fan,1008,2
ceiling fan,fan,1070,5
ceiling fan,fan,1090,5
ceiling fan,fan,1047,5
ceiling fan,fan,1019,5
ceiling fan,ceiling,1059,5
ceiling fan,ceiling,1019,5
ceiling fan,ceiling,1007,1
ceiling fan,ceiling,1038,0
ceiling fan,ceiling,1098,5
ceiling fan,ceiling,1026,5
ceiling fan,ceiling,1047,5
ceiling fan,ceiling,1090,1
ceiling fan,ceiling,1063,5
ceiling fan,ceiling,1082,0
ceiling fan,ceiling,1060,3
ceiling fan,ceiling,1070,5
ceiling fan,ceiling,1002,3
ceiling fan,ceiling,1028,0
ceiling fan,ceiling,1008,4
convenience food,convenience,1038,4
convenience food,food,1026,5
convenience food,convenience,1098,5
convenience food,food,1002,5
convenience food,convenience,1059,4
convenience food,food,1063,5
convenience food,convenience,1063,5
convenience food,convenience,1002,3
convenience food,convenience,1026,5
convenience food,food,1082,5
convenience food,convenience,1007,3
convenience food,convenience,1070,5
convenience food,food,1038,3
convenience food,convenience,1028,3
convenience food,food,1008,3
convenience food,food,1028,5
convenience food,convenience,1019,5
convenience food,food,1019,5
convenience food,convenience,1047,4
convenience food,convenience,1008,4
convenience food,convenience,1082,0
convenience food,food,1047,5
convenience food,food,1059,4
convenience food,food,1007,1
convenience food,convenience,1090,1
convenience food,convenience,1060,3
convenience food,food,1060,4
convenience food,food,1098,5
convenience food,food,1070,5
convenience food,food,1090,5
dog food,dog,1098,5
dog food,dog,1090,5
dog food,dog,1002,4
dog food,food,1098,0
dog food,food,1082,5
dog food,food,1026,5
dog food,food,1063,5
dog food,food,1008,4
dog food,food,1059,5
dog food,food,1019,5
dog food,food,1060,2
dog food,dog,1070,5
dog food,dog,1008,4
dog food,dog,1038,0
dog food,dog,1007,4
dog food,food,1028,5
dog food,food,1090,5
dog food,dog,1019,5
dog food,dog,1026,5
dog food,dog,1028,0
dog food,food,1070,5
dog food,dog,1082,0
dog food,food,1038,1
dog food,dog,1059,3
dog food,dog,1060,4
dog food,dog,1063,5
dog food,food,1047,5
dog food,dog,1047,5
dog food,food,1007,4
dog food,food,1002,5
elimination game,game,1008,0
elimination game,elimination,1060,2
elimination game,game,1019,5
elimination game,elimination,1026,5
elimination game,elimination,1008,2
elimination game,game,1090,5
elimination game,elimination,1090,5
elimination game,elimination,1007,1
elimination game,elimination,1047,4
elimination game,elimination,1098,5
elimination game,elimination,1019,3
elimination game,elimination,1038,1
elimination game,game,1002,5
elimination game,elimination,1070,5
elimination game,game,1038,0
elimination game,elimination,1002,4
elimination game,game,1047,5
elimination game,elimination,1028,0
elimination game,game,1098,5
elimination game,game,1026,5
elimination game,game,1059,5
elimination game,game,1063,5
elimination game,elimination,1059,4
elimination game,elimination,1063,5
elimination game,elimination,1082,0
elimination game,game,1028,5
elimination game,game,1082,3
elimination game,game,1060,4
elimination game,game,1007,2
elimination game,game,1070,5
emergency equipment,equipment,1008,4
emergency equipment,emergency,1090,5
emergency equipment,emergency,1038,1
emergency equipment,equipment,1060,2
emergency equipment,emergency,1070,5
emergency equipment,emergency,1002,3
emergency equipment,emergency,1028,5
emergency equipment,equipment,1007,1
emergency equipment,equipment,1028,5
emergency equipment,equipment,1070,5
emergency equipment,emergency,1063,5
emergency equipment,equipment,1090,5
emergency equipment,emergency,1047,5
emergency equipment,emergency,1007,4
emergency equipment,emergency,1026,5
emergency equipment,equipment,1047,5
emergency equipment,emergency,1059,5
emergency equipment,equipment,1063,5
emergency equipment,equipment,1082,5
emergency equipment,emergency,1098,5
emergency equipment,emergency,1019,5
emergency equipment,emergency,1008,5
emergency equipment,emergency,1060,4
emergency equipment,equipment,1002,4
emergency equipment,equipment,1038,0
emergency equipment,equipment,1019,5
emergency equipment,equipment,1059,5
emergency equipment,emergency,1082,5
emergency equipment,equipment,1098,5
emergency equipment,equipment,1026,5
gym equipment,equipment,1098,5
gym equipment,equipment,1082,5
gym equipment,equipment,1019,5
gym equipment,equipment,1008,4
gym equipment,equipment,1059,5
gym equipment,equipment,1060,2
gym equipment,equipment,1070,5
gym equipment,gym,1008,3
gym equipment,equipment,1090,5
gym equipment,gym,1019,5
gym equipment,gym,1063,5
gym equipment,gym,1047,5
gym equipment,gym,1038,1
gym equipment,gym,1070,5
gym equipment,gym,1007,3
gym equipment,gym,1026,5
gym equipment,gym,1098,5
gym equipment,gym,1028,5
gym equipment,gym,1059,5
gym equipment,gym,1082,5
gym equipment,gym,1060,4
gym equipment,gym,1002,5
gym equipment,equipment,1063,5
gym equipment,equipment,1047,5
gym equipment,equipment,1028,5
gym equipment,equipment,1007,3
gym equipment,equipment,1038,0
gym equipment,equipment,1026,5
gym equipment,equipment,1002,4
gym equipment,gym,1090,5
health food,food,1059,5
health food,food,1047,5
health food,food,1098,5
health food,food,1070,5
health food,food,1028,5
health food,food,1038,3
health food,food,1026,5
health food,food,1007,4
health food,health,1060,3
health food,health,1028,0
health food,health,1098,5
health food,health,1038,1
health food,health,1059,1
health food,health,1047,3
health food,health,1008,4
health food,health,1063,4
health food,health,1007,4
health food,health,1090,4
health food,health,1070,5
health food,food,1008,3
health food,health,1082,0
health food,health,1019,4
health food,health,1026,5
health food,food,1082,5
health food,food,1019,5
health food,food,1060,4
health food,food,1063,5
health food,food,1090,5
health food,food,1002,5
health food,health,1002,3
hockey fan,hockey,1060,4
hockey fan,hockey,1002,4
hockey fan,hockey,1007,4
hockey fan,hockey,1059,4
hockey fan,hockey,1070,5
hockey fan,hockey,1038,0
hockey fan,hockey,1028,3
hockey fan,hockey,1047,5
hockey fan,fan,1026,5
hockey fan,fan,1059,4
hockey fan,fan,1060,2
hockey fan,fan,1007,4
hockey fan,fan,1063,5
hockey fan,fan,1070,5
hockey fan,fan,1002,5
hockey fan,hockey,1082,0
hockey fan,hockey,1019,5
hockey fan,hockey,1008,4
hockey fan,hockey,1026,5
hockey fan,hockey,1090,5
hockey fan,fan,1090,5
hockey fan,fan,1028,0
hockey fan,fan,1038,0
hockey fan,hockey,1063,5
hockey fan,fan,1082,3
hockey fan,fan,1019,5
hockey fan,hockey,1098,5
hockey fan,fan,1008,2
hockey fan,fan,1047,0
hockey fan,fan,1098,1
hockey game,game,1028,5
hockey game,hockey,1070,5
hockey game,game,1063,5
hockey game,hockey,1060,4
hockey game,game,1008,2
hockey game,hockey,1019,5
hockey game,hockey,1098,5
hockey game,hockey,1059,5
hockey game,game,1060,4
hockey game,game,1019,5
hockey game,hockey,1063,5
hockey game,hockey,1026,5
hockey game,hockey,1002,5
hockey game,game,1047,5
hockey game,game,1026,5
hockey game,hockey,1082,5
hockey game,game,1059,5
hockey game,hockey,1028,1
hockey game,hockey,1047,5
hockey game,hockey,1090,5
hockey game,hockey,1007,4
hockey game,game,1070,5
hockey game,hockey,1038,0
hockey game,game,1090,5
hockey game,game,1082,3
hockey game,game,1007,4
hockey game,game,1038,1
hockey game,game,1002,5
hockey game,hockey,1008,3
hockey game,game,1098,5
horror fan,horror,1098,5
horror fan,horror,1026,5
horror fan,fan,1007,3
horror fan,fan,1060,2
horror fan,fan,1090,5
horror fan,fan,1059,4
horror fan,horror,1007,4
horror fan,horror,1038,0
horror fan,horror,1047,5
horror fan,fan,1026,5
horror fan,horror,1059,3
horror fan,horror,1002,4
horror fan,horror,1082,0
horror fan,fan,1082,3
horror fan,fan,1038,0
horror fan,fan,1047,1
horror fan,horror,1019,4
horror fan,fan,1002,4
horror fan,horror,1063,5
horror fan,fan,1063,5
horror fan,horror,1090,5
horror fan,horror,1008,3
horror fan,fan,1008,2
horror fan,horror,1028,2
horror fan,fan,1028,0
horror fan,horror,1070,5
horror fan,fan,1019,5
horror fan,fan,1070,5
horror fan,fan,1098,0
horror fan,horror,1060,4
horror game,game,1028,5
horror game,game,1090,4
horror game,horror,1019,4
horror game,game,1082,5
horror game,game,1063,5
horror game,game,1019,5
horror game,horror,1002,5
horror game,horror,1038,1
horror game,game,1059,4
horror game,horror,1026,5
horror game,game,1007,3
horror game,game,1070,5
horror game,horror,1028,1
horror game,game,1002,5
horror game,horror,1008,4
horror game,horror,1082,0
horror game,game,1008,1
horror game,game,1098,5
horror game,horror,1070,5
horror game,horror,1098,5
horror game,game,1060,4
horror game,horror,1090,4
horror game,horror,1007,4
horror game,game,1047,5
horror game,horror,1059,4
horror game,game,1026,5
horror game,horror,1060,4
horror game,horror,1047,3
horror game,game,1038,1
horror game,horror,1063,4
laboratory equipment,laboratory,1002,4
laboratory equipment,equipment,1063,5
laboratory equipment,equipment,1019,5
laboratory equipment,equipment,1082,5
laboratory equipment,laboratory,1047,5
laboratory equipment,laboratory,1098,5
laboratory equipment,equipment,1008,2
laboratory equipment,laboratory,1028,5
laboratory equipment,laboratory,1059,5
laboratory equipment,equipment,1060,2
laboratory equipment,equipment,1047,5
laboratory equipment,laboratory,1008,1
laboratory equipment,equipment,1028,5
laboratory equipment,equipment,1038,0
laboratory equipment,equipment,1090,5
laboratory equipment,equipment,1026,5
laboratory equipment,laboratory,1019,5
laboratory equipment,equipment,1059,5
laboratory equipment,equipment,1098,2
laboratory equipment,equipment,1070,5
laboratory equipment,equipment,1007,4
laboratory equipment,laboratory,1007,4
laboratory equipment,equipment,1002,5
laboratory equipment,laboratory,1026,5
laboratory equipment,laboratory,1060,4
laboratory equipment,laboratory,1082,0
laboratory equipment,laboratory,1070,5
laboratory equipment,laboratory,1090,5
laboratory equipment,laboratory,1063,5
laboratory equipment,laboratory,1038,1
music fan,music,1090,5
music fan,music,1038,1
music fan,music,1063,5
music fan,music,1082,0
music fan,music,1007,4
music fan,music,1059,4
music fan,music,1026,5
music fan,music,1070,5
music fan,music,1047,5
music fan,music,1028,2
music fan,music,1002,4
music fan,music,1008,4
music fan,music,1098,5
music fan,music,1019,5
music fan,music,1060,4
music fan,fan,1019,5
music fan,fan,1008,2
music fan,fan,1082,5
music fan,fan,1063,5
music fan,fan,1047,2
music fan,fan,1002,4
music fan,fan,1090,5
music fan,fan,1059,4
music fan,fan,1070,5
music fan,fan,1028,0
music fan,fan,1098,0
music fan,fan,1038,0
music fan,fan,1060,2
music fan,fan,1007,1
music fan,fan,1026,5
recording equipment,equipment,1047,5
recording equipment,equipment,1059,5
recording equipment,equipment,1090,5
recording equipment,equipment,1070,5
recording equipment,equipment,1082,5
recording equipment,equipment,1060,2
recording equipment,equipment,1063,5
recording equipment,equipment,1019,5
recording equipment,equipment,1026,5
recording equipment,equipment,1008,2
recording equipment,recording,1090,5
recording equipment,recording,1047,5
recording equipment,equipment,1002,5
recording equipment,equipment,1038,0
recording equipment,recording,1028,3
recording equipment,recording,1002,4
recording equipment,recording,1026,5
recording equipment,equipment,1098,0
recording equipment,recording,1007,4
recording equipment,equipment,1007,3
recording equipment,recording,1059,4
recording equipment,recording,1008,2
recording equipment,recording,1060,4
recording equipment,recording,1038,1
recording equipment,recording,1082,0
recording equipment,recording,1063,5
recording equipment,recording,1019,5
recording equipment,recording,1070,5
recording equipment,equipment,1028,5
recording equipment,recording,1098,5
safety equipment,equipment,1007,3
safety equipment,equipment,1098,5
safety equipment,equipment,1059,5
safety equipment,equipment,1063,5
safety equipment,equipment,1090,5
safety equipment,equipment,1070,5
safety equipment,equipment,1028,5
safety equipment,equipment,1082,5
safety equipment,equipment,1008,2
safety equipment,equipment,1060,2
safety equipment,equipment,1019,5
safety equipment,equipment,1026,5
safety equipment,equipment,1002,5
safety equipment,equipment,1038,1
safety equipment,equipment,1047,5
safety equipment,safety,1047,4
safety equipment,safety,1063,5
safety equipment,safety,1028,3
safety equipment,safety,1038,1
safety equipment,safety,1059,2
safety equipment,safety,1090,5
safety equipment,safety,1082,0
safety equipment,safety,1026,5
safety equipment,safety,1070,5
safety equipment,safety,1007,4
safety equipment,safety,1060,4
safety equipment,safety,1098,5
safety equipment,safety,1002,4
safety equipment,safety,1019,5
safety equipment,safety,1008,3
safety helmet,safety,1047,4
safety helmet,safety,1060,4
safety helmet,safety,1028,2
safety helmet,helmet,1090,4
safety helmet,safety,1063,5
safety helmet,safety,1082,0
safety helmet,helmet,1007,4
safety helmet,safety,1026,5
safety helmet,safety,1038,0
safety helmet,safety,1007,4
safety helmet,safety,1090,3
safety helmet,helmet,1002,5
safety helmet,helmet,1038,1
safety helmet,helmet,1026,5
safety helmet,helmet,1063,5
safety helmet,helmet,1059,5
safety helmet,helmet,1082,0
safety helmet,helmet,1028,5
safety helmet,helmet,1047,5
safety helmet,helmet,1098,5
safety helmet,helmet,1008,3
safety helmet,helmet,1070,5
safety helmet,safety,1059,1
safety helmet,helmet,1060,3
safety helmet,safety,1008,1
safety helmet,safety,1070,5
safety helmet,safety,1019,4
safety helmet,helmet,1019,5
safety helmet,safety,1002,4
safety helmet,safety,1098,5
soul food,soul,1008,4
soul food,soul,1026,0
soul food,soul,1038,0
soul food,soul,1019,1
soul food,soul,1082,0
soul food,soul,1028,3
soul food,soul,1002,2
soul food,soul,1070,5
soul food,soul,1059,0
soul food,soul,1098,0
soul food,soul,1047,3
soul food,soul,1063,2
soul food,soul,1007,1
soul food,soul,1060,3
soul food,soul,1090,1
soul food,food,1059,4
soul food,food,1007,1
soul food,food,1028,0
soul food,food,1070,3
soul food,food,1098,5
soul food,food,1047,5
soul food,food,1008,3
soul food,food,1002,5
soul food,food,1090,5
soul food,food,1063,5
soul food,food,1060,3
soul food,food,1019,5
soul food,food,1026,0
soul food,food,1038,0
soul food,food,1082,0
space helmet,space,1059,3
space helmet,space,1063,4
space helmet,space,1090,5
space helmet,space,1002,4
space helmet,space,1038,1
space helmet,space,1026,5
space helmet,helmet,1007,4
space helmet,space,1047,5
space helmet,space,1028,0
space helmet,space,1007,4
space helmet,space,1008,0
space helmet,space,1060,4
space helmet,space,1098,5
space helmet,space,1082,0
space helmet,space,1070,5
space helmet,space,1019,4
space helmet,helmet,1002,5
space helmet,helmet,1070,5
space helmet,helmet,1028,5
space helmet,helmet,1026,5
space helmet,helmet,1038,1
space helmet,helmet,1047,5
space helmet,helmet,1008,0
space helmet,helmet,1063,5
space helmet,helmet,1059,5
space helmet,helmet,1082,0
space helmet,helmet,1098,5
space helmet,helmet,1090,5
space helmet,helmet,1019,5
space helmet,helmet,1060,3
strategy game,strategy,1008,3
strategy game,strategy,1082,0
strategy game,strategy,1047,4
strategy game,strategy,1019,5
strategy game,strategy,1063,5
strategy game,strategy,1007,4
strategy game,strategy,1026,5
strategy game,strategy,1059,4
strategy game,strategy,1028,2
strategy game,strategy,1060,4
strategy game,strategy,1090,4
strategy game,strategy,1070,5
strategy game,strategy,1098,5
strategy game,strategy,1038,1
strategy game,strategy,1002,5
strategy game,game,1028,5
strategy game,game,1007,3
strategy game,game,1070,5
strategy game,game,1002,5
strategy game,game,1060,4
strategy game,game,1098,5
strategy game,game,1059,5
strategy game,game,1090,5
strategy game,game,1047,5
strategy game,game,1008,1
strategy game,game,1026,5
strategy game,game,1019,5
strategy game,game,1063,5
strategy game,game,1082,0
strategy game,game,1038,1
street food,street,1026,5
street food,street,1059,0
street food,street,1090,1
street food,street,1060,3
street food,street,1008,4
street food,street,1098,4
street food,street,1007,4
street food,street,1047,4
street food,street,1070,4
street food,street,1019,2
street food,street,1028,0
street food,street,1082,0
street food,street,1063,4
street food,food,1082,0
street food,food,1026,5
street food,food,1028,5
street food,food,1038,1
street food,food,1070,5
street food,food,1047,5
street food,food,1098,4
street food,food,1008,3
street food,food,1007,4
street food,food,1063,5
street food,food,1002,5
street food,food,1090,5
street food,street,1038,0
street food,food,1060,4
street food,food,1019,5
street food,food,1059,5
street food,street,1002,2
