compound,const,workerID,judgement
boat shoe,shoe,1014,5
boat shoe,shoe,1071,0
boat shoe,boat,1090,5
boat trip,trip,1084,4
boat trip,trip,1085,5
boat trip,trip,1029,5
boat trip,trip,1066,4
boat trip,trip,1051,5
boat trip,boat,1090,5
boat trip,trip,1099,5
boat trip,trip,1045,5
boat trip,trip,1090,5
boat trip,trip,1014,3
boat trip,boat,1018,5
boat trip,trip,1071,3
boat trip,boat,1014,5
boat trip,trip,1018,5
boat trip,boat,1031,5
boat trip,trip,1070,5
boat trip,trip,1031,1
boat trip,boat,1053,5
boat trip,trip,1010,2
boat trip,boat,1045,5
boat trip,boat,1029,5
boat trip,boat,1084,5
boat trip,boat,1071,5
boat trip,boat,1099,5
boat trip,trip,1053,5
boat trip,boat,1010,4
boat trip,boat,1066,5
boat trip,boat,1085,4
boat trip,boat,1051,5
boat trip,boat,1070,5
brain surgery,surgery,1014,5
brain surgery,surgery,1085,5
brain surgery,surgery,1031,3
brain surgery,surgery,1051,5
brain surgery,surgery,1084,5
brain surgery,surgery,1090,5
brain surgery,surgery,1018,5
brain surgery,surgery,1070,5
brain surgery,surgery,1071,5
brain surgery,surgery,1053,5
brain surgery,surgery,1099,5
brain surgery,surgery,1010,5
brain surgery,surgery,1066,5
brain surgery,surgery,1045,5
brain surgery,surgery,1029,5
brain surgery,brain,1014,5
brain surgery,brain,1066,5
brain surgery,brain,1085,4
brain surgery,brain,1090,5
brain surgery,brain,1045,5
brain surgery,brain,1099,5
brain surgery,brain,1029,5
brain surgery,brain,1018,5
brain surgery,brain,1051,5
brain surgery,brain,1084,5
brain surgery,brain,1070,5
brain surgery,brain,1031,5
brain surgery,brain,1010,5
brain surgery,brain,1053,5
brain surgery,brain,1071,5
bus station,station,1029,5
bus station,bus,1014,5
bus station,station,1070,5
bus station,station,1018,5
bus station,station,1051,4
bus station,station,1071,5
bus station,station,1010,3
bus station,station,1085,5
bus station,station,1066,4
bus station,station,1014,5
bus station,station,1031,3
bus station,station,1053,5
bus station,station,1099,5
bus station,station,1084,5
bus station,station,1045,5
bus station,bus,1051,5
bus station,bus,1066,5
bus station,bus,1010,3
bus station,bus,1090,5
bus station,bus,1053,5
bus station,bus,1031,5
bus station,bus,1084,5
bus station,bus,1029,5
bus station,bus,1045,5
bus station,bus,1018,5
bus station,bus,1071,5
bus station,bus,1070,5
bus station,bus,1099,5
bus station,station,1090,5
bus station,bus,1085,1
ego trip,ego,1070,5
ego trip,trip,1045,2
ego trip,ego,1029,5
ego trip,ego,1010,1
ego trip,trip,1085,5
ego trip,ego,1084,4
ego trip,ego,1071,5
ego trip,ego,1090,5
ego trip,trip,1010,1
ego trip,ego,1031,5
ego trip,ego,1085,0
ego trip,trip,1031,0
ego trip,trip,1070,4
ego trip,ego,1014,5
ego trip,trip,1018,0
ego trip,ego,1066,4
ego trip,ego,1045,5
ego trip,ego,1018,5
ego trip,ego,1051,5
ego trip,ego,1099,0
ego trip,ego,1053,5
ego trip,trip,1014,1
ego trip,trip,1090,1
ego trip,trip,1071,5
ego trip,trip,1053,1
ego trip,trip,1084,2
ego trip,trip,1099,0
ego trip,trip,1051,2
ego trip,trip,1029,3
ego trip,trip,1066,1
emergency surgery,emergency,1099,5
emergency surgery,emergency,1014,4
emergency surgery,surgery,1014,5
emergency surgery,emergency,1084,5
emergency surgery,emergency,1085,5
emergency surgery,surgery,1071,5
emergency surgery,surgery,1045,5
emergency surgery,emergency,1018,5
emergency surgery,emergency,1090,5
emergency surgery,surgery,1029,5
emergency surgery,surgery,1053,5
emergency surgery,surgery,1090,5
emergency surgery,surgery,1084,5
emergency surgery,surgery,1018,5
emergency surgery,emergency,1066,5
emergency surgery,surgery,1051,5
emergency surgery,emergency,1029,5
emergency surgery,emergency,1051,5
emergency surgery,surgery,1085,5
emergency surgery,emergency,1070,5
emergency surgery,surgery,1031,2
emergency surgery,emergency,1010,2
emergency surgery,emergency,1053,5
emergency surgery,emergency,1071,5
emergency surgery,surgery,1099,5
emergency surgery,emergency,1045,5
emergency surgery,surgery,1066,5
emergency surgery,surgery,1010,4
emergency surgery,surgery,1070,5
emergency surgery,emergency,1031,2
eye surgery,eye,1031,5
eye surgery,surgery,1084,5
eye surgery,surgery,1018,5
eye surgery,eye,1090,5
eye surgery,eye,1014,5
eye surgery,eye,1051,5
eye surgery,eye,1099,5
eye surgery,eye,1010,4
eye surgery,eye,1045,5
eye surgery,eye,1071,5
eye surgery,surgery,1051,5
eye surgery,eye,1084,5
eye surgery,surgery,1031,1
eye surgery,eye,1018,5
eye surgery,eye,1066,5
eye surgery,surgery,1066,5
eye surgery,surgery,1010,4
eye surgery,surgery,1099,5
eye surgery,surgery,1071,2
eye surgery,surgery,1085,5
eye surgery,eye,1085,0
eye surgery,surgery,1014,5
eye surgery,surgery,1045,5
eye surgery,surgery,1090,5
eye surgery,eye,1053,5
eye surgery,surgery,1029,5
eye surgery,eye,1070,5
eye surgery,surgery,1070,5
eye surgery,eye,1029,5
eye surgery,surgery,1053,5
field trip,trip,1029,5
field trip,trip,1071,5
field trip,trip,1066,4
field trip,trip,1053,5
field trip,trip,1018,5
field trip,trip,1090,2
field trip,trip,1045,5
field trip,trip,1031,1
field trip,trip,1099,5
field trip,trip,1070,5
field trip,trip,1085,5
field trip,trip,1051,5
field trip,trip,1084,4
field trip,trip,1010,4
field trip,trip,1014,3
field trip,field,1051,4
field trip,field,1084,3
field trip,field,1070,4
field trip,field,1045,1
field trip,field,1085,3
field trip,field,1010,2
field trip,field,1090,5
field trip,field,1066,4
field trip,field,1018,0
field trip,field,1031,1
field trip,field,1014,2
field trip,field,1099,5
field trip,field,1071,4
field trip,field,1029,2
field trip,field,1053,1
guilt trip,guilt,1099,1
guilt trip,trip,1029,2
guilt trip,guilt,1014,5
guilt trip,trip,1071,5
guilt trip,guilt,1010,0
guilt trip,trip,1014,1
guilt trip,trip,1045,1
guilt trip,trip,1010,0
guilt trip,guilt,1085,0
guilt trip,guilt,1084,5
guilt trip,guilt,1090,4
guilt trip,guilt,1071,5
guilt trip,guilt,1066,5
guilt trip,guilt,1029,5
guilt trip,guilt,1070,5
guilt trip,trip,1099,1
guilt trip,guilt,1051,5
guilt trip,guilt,1045,5
guilt trip,trip,1018,0
guilt trip,trip,1085,1
guilt trip,guilt,1031,5
guilt trip,guilt,1053,5
guilt trip,guilt,1018,5
guilt trip,trip,1070,4
guilt trip,trip,1066,1
guilt trip,trip,1053,1
guilt trip,trip,1051,0
guilt trip,trip,1031,0
guilt trip,trip,1084,3
guilt trip,trip,1090,1
heart surgery,surgery,1099,5
heart surgery,surgery,1071,5
heart surgery,surgery,1085,5
heart surgery,heart,1051,5
heart surgery,surgery,1066,5
heart surgery,surgery,1090,5
heart surgery,surgery,1014,5
heart surgery,heart,1099,5
heart surgery,heart,1090,5
heart surgery,heart,1071,5
heart surgery,surgery,1010,4
heart surgery,surgery,1070,5
heart surgery,heart,1045,5
heart surgery,heart,1010,4
heart surgery,surgery,1018,5
heart surgery,surgery,1051,5
heart surgery,surgery,1029,5
heart surgery,heart,1031,5
heart surgery,surgery,1045,5
heart surgery,heart,1029,5
heart surgery,surgery,1084,5
heart surgery,heart,1070,5
heart surgery,heart,1085,1
heart surgery,heart,1066,5
heart surgery,heart,1084,5
heart surgery,heart,1053,5
heart surgery,heart,1014,5
heart surgery,surgery,1031,4
heart surgery,heart,1018,5
heart surgery,surgery,1053,5
hill station,station,1051,3
hill station,station,1031,3
hill station,station,1099,0
hill station,station,1014,4
hill station,station,1066,0
hill station,station,1045,5
hill station,station,1070,5
hill station,station,1071,3
hill station,station,1084,3
hill station,station,1090,5
hill station,station,1085,5
hill station,hill,1029,2
hill station,hill,1099,0
hill station,station,1053,1
hill station,station,1029,5
hill station,hill,1066,1
hill station,hill,1010,1
hill station,hill,1014,5
hill station,hill,1018,4
hill station,station,1010,1
hill station,hill,1051,3
hill station,hill,1031,5
hill station,hill,1071,1
hill station,hill,1090,5
hill station,hill,1053,5
hill station,hill,1045,4
hill station,hill,1070,5
hill station,hill,1085,0
hill station,hill,1084,3
hill station,station,1018,5
horse shoe,horse,1051,5
horse shoe,shoe,1090,5
horse shoe,shoe,1014,4
horse shoe,shoe,1071,5
horse shoe,shoe,1066,4
horse shoe,shoe,1045,5
horse shoe,shoe,1085,5
horse shoe,horse,1053,5
horse shoe,shoe,1029,5
horse shoe,shoe,1084,5
horse shoe,shoe,1010,4
horse shoe,horse,1071,5
horse shoe,horse,1099,5
horse shoe,horse,1070,4
horse shoe,horse,1090,5
horse shoe,horse,1031,5
horse shoe,horse,1018,5
horse shoe,shoe,1053,4
horse shoe,horse,1014,5
horse shoe,horse,1045,5
horse shoe,horse,1010,4
horse shoe,horse,1029,5
horse shoe,shoe,1099,5
horse shoe,shoe,1018,5
horse shoe,horse,1084,5
horse shoe,shoe,1070,5
horse shoe,horse,1066,4
horse shoe,horse,1085,2
horse shoe,shoe,1031,0
horse shoe,shoe,1051,5
radio station,radio,1051,5
radio station,radio,1014,5
radio station,station,1029,3
radio station,radio,1029,5
radio station,station,1071,5
radio station,station,1099,5
radio station,station,1070,4
radio station,radio,1099,5
radio station,station,1085,4
radio station,radio,1070,5
radio station,station,1090,5
radio station,station,1084,4
radio station,radio,1010,4
radio station,radio,1031,5
radio station,radio,1018,5
radio station,station,1053,5
radio station,station,1045,5
radio station,radio,1090,5
radio station,station,1031,2
radio station,radio,1071,1
radio station,radio,1085,5
radio station,radio,1066,5
radio station,station,1014,3
radio station,station,1066,4
radio station,radio,1053,5
radio station,radio,1045,5
radio station,station,1051,4
radio station,radio,1084,5
radio station,station,1018,3
radio station,station,1010,1
road trip,road,1018,5
road trip,road,1014,4
road trip,road,1071,5
road trip,road,1070,5
road trip,road,1085,5
road trip,trip,1018,5
road trip,road,1031,5
road trip,road,1090,3
road trip,road,1051,4
road trip,road,1029,5
road trip,road,1084,4
road trip,trip,1070,5
road trip,trip,1053,5
road trip,trip,1031,3
road trip,trip,1010,2
road trip,trip,1066,3
road trip,trip,1051,5
road trip,trip,1085,5
road trip,trip,1014,3
road trip,trip,1084,4
road trip,trip,1045,5
road trip,trip,1029,5
road trip,trip,1071,5
road trip,trip,1090,4
road trip,road,1066,5
road trip,road,1099,5
road trip,road,1053,5
road trip,trip,1099,5
road trip,road,1045,4
road trip,road,1010,1
room service,room,1085,0
room service,room,1029,4
room service,room,1090,5
room service,service,1045,5
room service,room,1071,5
room service,service,1029,5
room service,service,1090,5
room service,room,1010,1
room service,room,1051,5
room service,service,1014,3
room service,room,1084,5
room service,room,1070,5
room service,room,1014,3
room service,room,1099,3
room service,room,1053,5
room service,room,1045,5
room service,room,1031,5
room service,room,1018,5
room service,room,1066,5
room service,service,1085,5
room service,service,1031,5
room service,service,1071,5
room service,service,1053,5
room service,service,1051,5
room service,service,1066,5
room service,service,1099,3
room service,service,1084,5
room service,service,1018,5
room service,service,1010,1
room service,service,1070,5
safety shoe,safety,1066,4
safety shoe,shoe,1018,5
safety shoe,shoe,1010,4
safety shoe,shoe,1066,5
safety shoe,shoe,1053,5
safety shoe,safety,1053,5
safety shoe,shoe,1014,5
safety shoe,safety,1010,1
safety shoe,shoe,1029,5
safety shoe,shoe,1071,5
safety shoe,safety,1099,5
safety shoe,safety,1051,4
safety shoe,safety,1029,4
safety shoe,shoe,1090,5
safety shoe,safety,1070,5
safety shoe,safety,1031,4
safety shoe,shoe,1084,5
safety shoe,shoe,1085,5
safety shoe,shoe,1070,5
safety shoe,shoe,1051,5
safety shoe,shoe,1045,5
safety shoe,safety,1090,5
safety shoe,safety,1084,4
safety shoe,safety,1045,5
safety shoe,safety,1018,5
safety shoe,shoe,1099,5
safety shoe,safety,1085,4
safety shoe,safety,1071,0
safety shoe,safety,1014,4
safety shoe,shoe,1031,1
school trip,trip,1090,0
school trip,school,1090,4
school trip,school,1045,5
school trip,school,1014,5
school trip,trip,1084,5
school trip,school,1018,5
school trip,school,1031,5
school trip,trip,1051,5
school trip,trip,1018,5
school trip,school,1010,2
school trip,school,1084,5
school trip,school,1066,4
school trip,trip,1053,5
school trip,trip,1014,5
school trip,trip,1071,2
school trip,trip,1070,5
school trip,school,1051,5
school trip,trip,1010,2
school trip,school,1070,5
school trip,trip,1031,2
school trip,school,1029,5
school trip,trip,1029,5
school trip,trip,1045,5
school trip,trip,1099,5
school trip,trip,1085,5
school trip,school,1071,5
school trip,school,1053,5
school trip,school,1099,5
school trip,school,1085,0
school trip,trip,1066,4
service station,service,1070,5
service station,station,1085,4
service station,station,1099,5
service station,station,1018,3
service station,service,1099,5
service station,service,1051,5
service station,station,1071,5
service station,station,1029,4
service station,service,1085,5
service station,station,1051,5
service station,station,1066,3
service station,service,1066,4
service station,service,1014,4
service station,station,1014,5
service station,station,1045,5
service station,service,1045,5
service station,station,1010,3
service station,service,1090,5
service station,service,1018,5
service station,service,1010,2
service station,station,1084,4
service station,service,1053,5
service station,service,1029,5
service station,service,1084,4
service station,station,1053,5
service station,station,1070,5
service station,service,1071,5
service station,station,1090,5
service station,station,1031,2
service station,service,1031,2
space station,space,1071,5
space station,space,1084,5
space station,space,1053,5
space station,space,1066,5
space station,space,1045,5
space station,space,1070,5
space station,space,1085,5
space station,space,1010,4
space station,space,1099,5
space station,space,1031,2
space station,space,1018,5
space station,space,1029,5
space station,space,1014,5
space station,space,1051,5
space station,space,1090,4
space station,station,1029,5
space station,station,1071,5
space station,station,1066,4
space station,station,1018,5
space station,station,1099,5
space station,station,1014,4
space station,station,1070,5
space station,station,1031,2
space station,station,1045,5
space station,station,1084,4
space station,station,1090,5
space station,station,1085,5
space station,station,1010,4
space station,station,1053,5
space station,station,1051,5
tea service,service,1045,5
tea service,service,1014,2
tea service,service,1031,5
tea service,service,1071,5
tea service,service,1053,5
tea service,service,1090,5
tea service,service,1029,5
tea service,service,1084,5
tea service,tea,1090,4
tea service,tea,1031,5
tea service,tea,1071,5
tea service,tea,1014,4
tea service,tea,1018,2
tea service,tea,1051,5
tea service,tea,1029,3
tea service,tea,1084,5
tea service,tea,1070,5
tea service,tea,1053,5
tea service,service,1066,5
tea service,tea,1066,5
tea service,tea,1010,1
tea service,tea,1099,3
tea service,tea,1085,5
tea service,service,1010,0
tea service,service,1018,5
tea service,service,1070,5
tea service,service,1099,0
tea service,service,1085,0
tea service,tea,1045,5
tea service,service,1051,5
tennis shoe,shoe,1045,5
tennis shoe,shoe,1090,5
tennis shoe,tennis,1053,5
tennis shoe,tennis,1045,5
tennis shoe,tennis,1071,5
tennis shoe,tennis,1090,5
tennis shoe,tennis,1029,3
tennis shoe,tennis,1099,4
tennis shoe,tennis,1031,5
tennis shoe,tennis,1084,3
tennis shoe,tennis,1010,2
tennis shoe,tennis,1051,4
tennis shoe,shoe,1014,5
tennis shoe,tennis,1018,5
tennis shoe,tennis,1070,4
tennis shoe,tennis,1085,0
tennis shoe,tennis,1014,3
tennis shoe,shoe,1099,2
tennis shoe,shoe,1070,5
tennis shoe,shoe,1029,5
tennis shoe,shoe,1053,5
tennis shoe,shoe,1085,5
tennis shoe,shoe,1051,5
tennis shoe,shoe,1010,4
tennis shoe,shoe,1031,1
tennis shoe,shoe,1018,5
tennis shoe,shoe,1071,0
tennis shoe,tennis,1066,3
tennis shoe,shoe,1084,5
tennis shoe,shoe,1066,5
tree surgery,surgery,1085,5
tree surgery,surgery,1071,5
tree surgery,surgery,1099,5
tree surgery,tree,1053,5
tree surgery,surgery,1031,2
tree surgery,surgery,1029,3
tree surgery,surgery,1070,5
tree surgery,surgery,1090,5
tree surgery,tree,1029,5
tree surgery,surgery,1045,5
tree surgery,tree,1071,5
tree surgery,tree,1010,2
tree surgery,tree,1045,5
tree surgery,tree,1031,2
tree surgery,tree,1014,5
tree surgery,tree,1051,5
tree surgery,tree,1085,0
tree surgery,tree,1070,5
tree surgery,tree,1099,5
tree surgery,tree,1018,0
tree surgery,tree,1066,5
tree surgery,tree,1090,5
tree surgery,surgery,1014,3
tree surgery,surgery,1053,2
tree surgery,surgery,1066,3
tree surgery,surgery,1084,3
tree surgery,surgery,1051,4
tree surgery,surgery,1010,2
tree surgery,surgery,1018,5
tree surgery,tree,1084,5
way station,way,1031,0
way station,way,1051,3
way station,way,1070,5
way station,way,1029,3
way station,way,1071,5
way station,way,1084,4
way station,way,1090,5
way station,way,1010,1
way station,way,1066,2
way station,way,1045,1
way station,way,1099,0
way station,way,1018,3
way station,way,1053,3
way station,station,1010,4
way station,station,1099,0
way station,station,1071,5
way station,station,1018,5
way station,station,1029,5
way station,station,1051,4
way station,station,1090,5
way station,station,1014,4
way station,station,1066,3
way station,station,1053,3
way station,station,1070,5
way station,station,1031,0
way station,station,1045,5
way station,station,1085,5
way station,station,1084,4
way station,way,1014,4
way station,way,1085,3
