compound,const,workerID,judgement
gala dinner,dinner,1054,5
gala dinner,dinner,1078,3
gala dinner,dinner,1080,5
gala dinner,dinner,1029,5
gala dinner,dinner,1096,5
gala dinner,dinner,1027,5
gala dinner,dinner,1023,3
game day,game,1054,5
game day,game,1068,5
game day,day,1068,5
game day,game,1049,2
game day,game,1061,5
game day,game,1023,4
game day,game,1065,5
game day,game,1041,4
game day,game,1083,5
game day,game,1080,5
game day,game,1096,5
game day,day,1080,4
game day,day,1029,5
game day,game,1027,5
game day,day,1083,5
game day,day,1078,5
game day,day,1054,5
game day,day,1058,5
game day,game,1058,4
game day,day,1065,5
game day,game,1078,3
game day,day,1049,1
game day,day,1023,4
game day,day,1095,5
game day,day,1027,4
game day,game,1029,4
game day,game,1095,5
game day,day,1061,5
game day,day,1041,5
game day,day,1096,0
independence day,day,1023,4
independence day,day,1027,4
independence day,independence,1095,5
independence day,day,1041,4
independence day,day,1080,5
independence day,day,1068,5
independence day,day,1054,5
independence day,day,1058,5
independence day,day,1029,5
independence day,day,1078,5
independence day,day,1061,5
independence day,day,1096,0
independence day,day,1095,5
independence day,day,1065,5
independence day,day,1049,1
independence day,day,1083,5
independence day,independence,1054,5
independence day,independence,1029,5
independence day,independence,1027,5
independence day,independence,1049,1
independence day,independence,1078,5
independence day,independence,1061,5
independence day,independence,1041,3
independence day,independence,1023,4
independence day,independence,1080,5
independence day,independence,1068,5
independence day,independence,1058,5
independence day,independence,1096,5
independence day,independence,1083,5
independence day,independence,1065,5
movie critic,critic,1054,5
movie critic,critic,1023,5
movie critic,critic,1029,5
movie critic,movie,1096,5
movie critic,critic,1078,5
movie critic,critic,1068,5
movie critic,movie,1041,5
movie critic,critic,1096,0
movie critic,movie,1065,5
movie critic,movie,1049,1
movie critic,movie,1068,5
movie critic,critic,1061,5
movie critic,movie,1023,4
movie critic,critic,1027,5
movie critic,critic,1049,4
movie critic,movie,1080,5
movie critic,movie,1054,5
movie critic,movie,1078,5
movie critic,movie,1027,5
movie critic,critic,1083,5
movie critic,critic,1095,5
movie critic,movie,1029,5
movie critic,critic,1058,5
movie critic,movie,1095,5
movie critic,movie,1058,5
movie critic,movie,1061,5
movie critic,critic,1065,5
movie critic,critic,1041,5
movie critic,movie,1083,5
movie critic,critic,1080,5
music critic,music,1023,4
music critic,critic,1027,5
music critic,music,1095,5
music critic,critic,1095,5
music critic,music,1083,5
music critic,music,1058,5
music critic,music,1078,5
music critic,music,1065,5
music critic,music,1096,5
music critic,music,1080,5
music critic,music,1049,1
music critic,music,1061,5
music critic,music,1029,5
music critic,music,1054,5
music critic,critic,1049,4
music critic,critic,1083,5
music critic,critic,1041,5
music critic,critic,1080,5
music critic,critic,1078,5
music critic,critic,1058,4
music critic,music,1041,5
music critic,critic,1068,5
music critic,music,1027,5
music critic,critic,1061,5
music critic,critic,1023,5
music critic,critic,1065,5
music critic,music,1068,5
music critic,critic,1029,5
music critic,critic,1096,0
music critic,critic,1054,5
puppy dog,dog,1061,0
puppy dog,dog,1049,5
puppy dog,dog,1065,5
puppy dog,dog,1023,5
puppy dog,puppy,1029,5
puppy dog,puppy,1054,5
puppy dog,puppy,1065,5
puppy dog,dog,1041,4
puppy dog,puppy,1083,5
puppy dog,dog,1029,5
puppy dog,dog,1095,5
puppy dog,puppy,1095,5
puppy dog,puppy,1058,5
puppy dog,puppy,1068,5
puppy dog,dog,1054,5
puppy dog,dog,1068,5
puppy dog,puppy,1041,4
puppy dog,dog,1080,4
puppy dog,dog,1027,4
puppy dog,puppy,1027,3
puppy dog,puppy,1023,5
puppy dog,dog,1083,5
puppy dog,puppy,1080,5
puppy dog,puppy,1049,5
puppy dog,puppy,1096,4
puppy dog,dog,1096,5
puppy dog,dog,1058,5
puppy dog,dog,1078,5
puppy dog,puppy,1061,0
puppy dog,puppy,1078,5
sausage dog,sausage,1065,0
sausage dog,sausage,1078,0
sausage dog,sausage,1027,1
sausage dog,sausage,1095,5
sausage dog,sausage,1083,1
sausage dog,sausage,1096,4
sausage dog,sausage,1041,0
sausage dog,sausage,1023,3
sausage dog,sausage,1049,1
sausage dog,sausage,1029,3
sausage dog,sausage,1068,3
sausage dog,sausage,1061,0
sausage dog,sausage,1054,5
sausage dog,sausage,1058,0
sausage dog,sausage,1080,2
sausage dog,dog,1041,3
sausage dog,dog,1054,5
sausage dog,dog,1095,3
sausage dog,dog,1096,0
sausage dog,dog,1023,5
sausage dog,dog,1027,5
sausage dog,dog,1065,5
sausage dog,dog,1078,5
sausage dog,dog,1068,5
sausage dog,dog,1083,5
sausage dog,dog,1080,5
sausage dog,dog,1061,0
sausage dog,dog,1029,5
sausage dog,dog,1058,5
sausage dog,dog,1049,5
school dinner,school,1078,5
school dinner,school,1068,5
school dinner,dinner,1041,4
school dinner,dinner,1095,5
school dinner,school,1080,5
school dinner,school,1054,5
school dinner,school,1029,5
school dinner,dinner,1023,4
school dinner,school,1096,5
school dinner,dinner,1068,5
school dinner,school,1027,5
school dinner,dinner,1027,4
school dinner,school,1065,5
school dinner,school,1041,2
school dinner,school,1049,1
school dinner,dinner,1096,0
school dinner,dinner,1029,5
school dinner,school,1095,5
school dinner,dinner,1058,2
school dinner,dinner,1054,5
school dinner,dinner,1083,5
school dinner,dinner,1065,5
school dinner,school,1058,5
school dinner,school,1061,5
school dinner,dinner,1049,1
school dinner,dinner,1061,5
school dinner,dinner,1080,5
school dinner,dinner,1078,3
school dinner,school,1083,5
school dinner,school,1023,4
service dog,service,1049,1
service dog,service,1041,4
service dog,dog,1023,5
service dog,dog,1080,5
service dog,service,1078,5
service dog,dog,1061,0
service dog,service,1065,5
service dog,dog,1065,5
service dog,dog,1068,5
service dog,service,1027,5
service dog,service,1095,5
service dog,service,1096,4
service dog,dog,1078,5
service dog,dog,1049,5
service dog,service,1061,0
service dog,dog,1083,5
service dog,dog,1029,5
service dog,service,1023,5
service dog,service,1080,5
service dog,dog,1027,5
service dog,service,1083,5
service dog,dog,1095,5
service dog,dog,1058,5
service dog,service,1068,3
service dog,service,1058,5
service dog,dog,1041,3
service dog,dog,1096,5
service dog,dog,1054,5
service dog,service,1029,4
service dog,service,1054,5
sheep dog,sheep,1078,3
sheep dog,sheep,1068,4
sheep dog,sheep,1096,4
sheep dog,sheep,1061,0
sheep dog,sheep,1080,4
sheep dog,sheep,1058,5
sheep dog,sheep,1065,5
sheep dog,dog,1029,5
sheep dog,sheep,1083,5
sheep dog,dog,1078,5
sheep dog,dog,1027,5
sheep dog,sheep,1027,1
sheep dog,dog,1095,1
sheep dog,dog,1054,5
sheep dog,dog,1041,1
sheep dog,dog,1068,5
sheep dog,dog,1049,5
sheep dog,dog,1058,5
sheep dog,dog,1065,5
sheep dog,dog,1083,5
sheep dog,dog,1061,0
sheep dog,dog,1080,5
sheep dog,sheep,1041,2
sheep dog,sheep,1049,1
sheep dog,sheep,1054,0
sheep dog,sheep,1029,4
sheep dog,sheep,1095,1
sheep dog,sheep,1023,3
sheep dog,dog,1023,5
sheep dog,dog,1096,4
wedding day,wedding,1065,5
wedding day,wedding,1096,5
wedding day,wedding,1095,5
wedding day,wedding,1083,5
wedding day,wedding,1078,5
wedding day,wedding,1029,5
wedding day,wedding,1058,5
wedding day,wedding,1049,1
wedding day,wedding,1068,5
wedding day,wedding,1041,5
wedding day,wedding,1023,5
wedding day,wedding,1061,5
wedding day,wedding,1027,5
wedding day,wedding,1080,5
wedding day,wedding,1054,5
wedding day,day,1065,5
wedding day,day,1027,5
wedding day,day,1058,5
wedding day,day,1083,2
wedding day,day,1029,5
wedding day,day,1023,4
wedding day,day,1061,5
wedding day,day,1096,0
wedding day,day,1078,5
wedding day,day,1080,5
wedding day,day,1068,5
wedding day,day,1041,5
wedding day,day,1054,5
wedding day,day,1049,1
wedding day,day,1095,5
wine dinner,wine,1068,3
wine dinner,wine,1096,5
wine dinner,wine,1054,5
wine dinner,wine,1029,4
wine dinner,wine,1049,1
wine dinner,wine,1041,2
wine dinner,wine,1027,3
wine dinner,wine,1023,5
wine dinner,wine,1078,5
wine dinner,wine,1083,5
wine dinner,wine,1061,2
wine dinner,wine,1058,5
wine dinner,wine,1065,5
wine dinner,wine,1095,5
wine dinner,dinner,1065,5
wine dinner,dinner,1078,1
wine dinner,dinner,1068,5
wine dinner,dinner,1058,4
wine dinner,dinner,1027,5
wine dinner,dinner,1041,3
wine dinner,dinner,1095,5
wine dinner,dinner,1083,5
wine dinner,dinner,1080,5
wine dinner,dinner,1049,1
wine dinner,dinner,1061,1
wine dinner,dinner,1054,5
wine dinner,dinner,1029,5
wine dinner,dinner,1096,0
wine dinner,dinner,1023,3
wine dinner,wine,1080,4
