compound,const,workerID,judgement
food photography,photography,1097,5
food photography,photography,1039,5
food photography,photography,1086,3
food photography,photography,1075,5
food photography,photography,1034,5
food photography,photography,1072,5
food photography,photography,1029,5
food photography,photography,1052,3
food photography,photography,1032,5
food photography,photography,1011,5
food photography,photography,1067,5
food processing,food,1052,5
food processing,processing,1039,5
food processing,processing,1086,2
food processing,processing,1044,5
food processing,processing,1097,4
food processing,food,1072,5
food processing,food,1032,3
food processing,food,1086,4
food processing,food,1080,5
food processing,food,1044,5
food processing,food,1015,5
food processing,food,1034,5
food processing,food,1067,5
food processing,food,1010,3
food processing,food,1075,5
food processing,food,1029,5
food processing,food,1011,5
food processing,food,1039,4
food processing,food,1097,5
food processing,processing,1011,5
food processing,processing,1052,4
food processing,processing,1080,1
food processing,processing,1075,0
food processing,processing,1034,5
food processing,processing,1032,5
food processing,processing,1029,4
food processing,processing,1072,4
food processing,processing,1067,5
food processing,processing,1010,2
food processing,processing,1015,5
hen party,party,1032,5
hen party,party,1097,5
hen party,party,1072,5
hen party,party,1075,1
hen party,party,1086,3
hen party,party,1010,4
hen party,party,1039,3
hen party,party,1015,5
hen party,party,1052,4
hen party,party,1067,5
hen party,party,1080,5
hen party,party,1044,5
hen party,party,1034,5
hen party,party,1029,5
hen party,party,1011,5
hen party,hen,1052,0
hen party,hen,1067,2
hen party,hen,1097,3
hen party,hen,1044,4
hen party,hen,1072,0
hen party,hen,1029,2
hen party,hen,1075,3
hen party,hen,1039,0
hen party,hen,1015,0
hen party,hen,1034,1
hen party,hen,1086,2
hen party,hen,1010,0
hen party,hen,1032,0
hen party,hen,1080,0
hen party,hen,1011,1
identity paper,identity,1010,2
identity paper,paper,1080,4
identity paper,identity,1034,5
identity paper,identity,1052,2
identity paper,identity,1029,4
identity paper,paper,1015,5
identity paper,identity,1011,5
identity paper,identity,1032,5
identity paper,identity,1067,5
identity paper,identity,1097,4
identity paper,paper,1075,5
identity paper,paper,1039,5
identity paper,identity,1072,5
identity paper,paper,1034,4
identity paper,paper,1067,5
identity paper,paper,1072,4
identity paper,identity,1044,5
identity paper,identity,1015,5
identity paper,identity,1075,0
identity paper,identity,1080,5
identity paper,paper,1010,3
identity paper,paper,1044,5
identity paper,paper,1032,3
identity paper,paper,1052,0
identity paper,paper,1086,4
identity paper,paper,1029,5
identity paper,identity,1086,2
identity paper,paper,1011,5
identity paper,paper,1097,5
identity paper,identity,1039,2
image processing,image,1011,5
image processing,image,1075,3
image processing,image,1052,4
image processing,image,1010,2
image processing,processing,1010,3
image processing,processing,1032,5
image processing,image,1029,5
image processing,image,1039,5
image processing,image,1072,5
image processing,image,1034,5
image processing,processing,1052,3
image processing,processing,1080,3
image processing,processing,1039,5
image processing,processing,1075,3
image processing,image,1044,5
image processing,processing,1011,5
image processing,processing,1015,5
image processing,processing,1086,2
image processing,image,1086,4
image processing,processing,1044,5
image processing,image,1067,5
image processing,image,1015,5
image processing,image,1032,5
image processing,image,1080,5
image processing,processing,1097,5
image processing,processing,1072,5
image processing,processing,1067,5
image processing,image,1097,5
image processing,processing,1034,5
image processing,processing,1029,5
macro photography,macro,1086,4
macro photography,photography,1044,5
macro photography,macro,1029,3
macro photography,macro,1032,2
macro photography,photography,1032,4
macro photography,photography,1067,5
macro photography,photography,1039,5
macro photography,macro,1011,5
macro photography,photography,1029,5
macro photography,macro,1075,0
macro photography,macro,1072,3
macro photography,photography,1072,5
macro photography,photography,1034,5
macro photography,photography,1052,5
macro photography,photography,1075,5
macro photography,macro,1039,4
macro photography,macro,1097,5
macro photography,photography,1086,4
macro photography,macro,1067,5
macro photography,macro,1010,3
macro photography,photography,1097,5
macro photography,macro,1034,4
macro photography,photography,1080,5
macro photography,macro,1052,4
macro photography,photography,1010,4
macro photography,macro,1044,5
macro photography,photography,1015,0
macro photography,photography,1011,5
macro photography,macro,1015,0
macro photography,macro,1080,0
material processing,material,1039,5
material processing,processing,1086,3
material processing,material,1010,1
material processing,material,1080,5
material processing,material,1044,5
material processing,processing,1034,5
material processing,processing,1075,4
material processing,material,1032,3
material processing,material,1011,4
material processing,processing,1097,5
material processing,material,1052,3
material processing,processing,1032,5
material processing,processing,1039,5
material processing,processing,1072,5
material processing,material,1067,5
material processing,processing,1011,5
material processing,processing,1015,5
material processing,processing,1080,4
material processing,processing,1044,5
material processing,processing,1052,3
material processing,material,1072,5
material processing,material,1097,5
material processing,material,1034,5
material processing,material,1075,0
material processing,material,1086,4
material processing,material,1029,5
material processing,processing,1067,5
material processing,material,1015,5
material processing,processing,1010,3
material processing,processing,1029,5
portrait photography,photography,1052,4
portrait photography,portrait,1075,5
portrait photography,photography,1072,5
portrait photography,portrait,1067,5
portrait photography,portrait,1034,5
portrait photography,portrait,1032,4
portrait photography,photography,1015,5
portrait photography,photography,1086,3
portrait photography,photography,1097,5
portrait photography,photography,1075,5
portrait photography,photography,1080,5
portrait photography,photography,1010,4
portrait photography,photography,1011,5
portrait photography,portrait,1011,5
portrait photography,portrait,1010,4
portrait photography,portrait,1086,3
portrait photography,portrait,1015,5
portrait photography,portrait,1052,4
portrait photography,photography,1067,5
portrait photography,photography,1032,5
portrait photography,portrait,1039,3
portrait photography,portrait,1097,5
portrait photography,photography,1039,5
portrait photography,portrait,1080,4
portrait photography,photography,1034,5
portrait photography,portrait,1029,4
portrait photography,photography,1044,5
portrait photography,portrait,1072,5
portrait photography,photography,1029,5
portrait photography,portrait,1044,5
rice paper,rice,1034,5
rice paper,paper,1032,5
rice paper,rice,1010,3
rice paper,paper,1039,5
rice paper,paper,1067,5
rice paper,paper,1097,5
rice paper,paper,1086,3
rice paper,rice,1097,5
rice paper,rice,1075,0
rice paper,rice,1086,3
rice paper,paper,1034,5
rice paper,rice,1044,5
rice paper,rice,1032,0
rice paper,paper,1015,5
rice paper,rice,1015,5
rice paper,paper,1052,3
rice paper,rice,1039,5
rice paper,rice,1072,5
rice paper,paper,1075,5
rice paper,paper,1029,5
rice paper,rice,1052,1
rice paper,rice,1067,4
rice paper,paper,1044,5
rice paper,rice,1029,5
rice paper,paper,1080,3
rice paper,rice,1011,5
rice paper,paper,1011,5
rice paper,paper,1010,3
rice paper,rice,1080,5
rice paper,paper,1072,3
ruling party,party,1080,0
ruling party,party,1097,5
ruling party,party,1010,4
ruling party,party,1034,4
ruling party,party,1072,2
ruling party,party,1015,0
ruling party,ruling,1015,0
ruling party,ruling,1052,5
ruling party,ruling,1080,4
ruling party,ruling,1086,3
ruling party,party,1032,2
ruling party,ruling,1034,4
ruling party,party,1067,5
ruling party,ruling,1039,4
ruling party,party,1029,5
ruling party,party,1052,0
ruling party,ruling,1097,5
ruling party,party,1011,5
ruling party,party,1044,3
ruling party,ruling,1011,5
ruling party,ruling,1010,1
ruling party,party,1086,3
ruling party,ruling,1075,3
ruling party,party,1039,2
ruling party,ruling,1032,5
ruling party,party,1075,1
ruling party,ruling,1044,3
ruling party,ruling,1067,5
ruling party,ruling,1072,5
ruling party,ruling,1029,5
spirit photography,spirit,1029,2
spirit photography,spirit,1011,5
spirit photography,spirit,1072,0
spirit photography,spirit,1034,3
spirit photography,spirit,1032,2
spirit photography,spirit,1010,4
spirit photography,spirit,1080,3
spirit photography,spirit,1052,2
spirit photography,spirit,1015,0
spirit photography,spirit,1075,0
spirit photography,spirit,1097,5
spirit photography,spirit,1044,3
spirit photography,spirit,1067,2
spirit photography,spirit,1039,2
spirit photography,photography,1011,5
spirit photography,photography,1010,4
spirit photography,photography,1072,5
spirit photography,photography,1039,5
spirit photography,spirit,1086,4
spirit photography,photography,1052,4
spirit photography,photography,1075,5
spirit photography,photography,1080,4
spirit photography,photography,1034,5
spirit photography,photography,1097,5
spirit photography,photography,1029,5
spirit photography,photography,1067,5
spirit photography,photography,1032,4
spirit photography,photography,1086,2
spirit photography,photography,1015,0
spirit photography,photography,1044,3
street party,street,1039,5
street party,street,1067,5
street party,street,1086,2
street party,street,1080,5
street party,street,1034,4
street party,street,1010,3
street party,street,1044,5
street party,street,1052,5
street party,party,1015,5
street party,party,1052,5
street party,party,1034,5
street party,party,1011,5
street party,party,1039,3
street party,party,1010,3
street party,party,1080,5
street party,party,1032,5
street party,party,1029,5
street party,street,1072,5
street party,party,1097,5
street party,street,1075,5
street party,party,1086,4
street party,street,1011,5
street party,party,1072,5
street party,party,1075,5
street party,party,1067,5
street party,party,1044,5
street party,street,1097,5
street party,street,1032,4
street party,street,1015,5
street party,street,1029,4
street photography,photography,1067,5
street photography,photography,1032,5
street photography,photography,1039,5
street photography,photography,1044,4
street photography,street,1029,4
street photography,photography,1029,5
street photography,street,1052,2
street photography,photography,1011,5
street photography,street,1034,5
street photography,photography,1015,5
street photography,street,1097,5
street photography,street,1075,3
street photography,street,1067,5
street photography,photography,1080,5
street photography,street,1080,5
street photography,street,1011,5
street photography,photography,1010,4
street photography,photography,1072,5
street photography,street,1072,5
street photography,street,1010,1
street photography,street,1086,3
street photography,photography,1086,4
street photography,street,1032,4
street photography,street,1039,3
street photography,photography,1052,4
street photography,street,1044,4
street photography,photography,1097,5
street photography,street,1015,5
street photography,photography,1075,5
street photography,photography,1034,5
tea party,party,1086,2
tea party,tea,1080,3
tea party,tea,1032,5
tea party,tea,1052,5
tea party,party,1034,5
tea party,party,1029,5
tea party,party,1080,4
tea party,party,1011,5
tea party,party,1039,3
tea party,party,1010,4
tea party,party,1052,2
tea party,party,1032,4
tea party,party,1015,5
tea party,tea,1097,5
tea party,party,1067,5
tea party,tea,1039,1
tea party,tea,1072,4
tea party,party,1044,5
tea party,tea,1011,5
tea party,tea,1034,5
tea party,party,1097,4
tea party,party,1075,5
tea party,tea,1075,5
tea party,party,1072,5
tea party,tea,1029,3
tea party,tea,1086,4
tea party,tea,1044,5
tea party,tea,1067,2
tea party,tea,1015,5
tea party,tea,1010,3
toilet paper,toilet,1032,4
toilet paper,toilet,1072,5
toilet paper,toilet,1029,4
toilet paper,toilet,1075,0
toilet paper,toilet,1052,5
toilet paper,toilet,1039,3
toilet paper,toilet,1011,5
toilet paper,toilet,1010,1
toilet paper,toilet,1097,5
toilet paper,toilet,1067,5
toilet paper,toilet,1015,5
toilet paper,toilet,1034,5
toilet paper,toilet,1044,5
toilet paper,toilet,1080,5
toilet paper,toilet,1086,4
toilet paper,paper,1029,5
toilet paper,paper,1034,5
toilet paper,paper,1072,5
toilet paper,paper,1080,5
toilet paper,paper,1015,5
toilet paper,paper,1075,5
toilet paper,paper,1044,5
toilet paper,paper,1039,5
toilet paper,paper,1052,4
toilet paper,paper,1086,4
toilet paper,paper,1010,4
toilet paper,paper,1067,5
toilet paper,paper,1097,5
toilet paper,paper,1011,5
toilet paper,paper,1032,5
wedding party,party,1032,5
wedding party,party,1075,5
wedding party,wedding,1080,5
wedding party,wedding,1097,5
wedding party,party,1086,2
wedding party,wedding,1039,5
wedding party,wedding,1075,5
wedding party,party,1015,5
wedding party,wedding,1034,5
wedding party,wedding,1044,5
wedding party,wedding,1067,5
wedding party,party,1080,2
wedding party,wedding,1015,5
wedding party,wedding,1011,5
wedding party,party,1039,2
wedding party,wedding,1029,5
wedding party,party,1072,5
wedding party,wedding,1072,5
wedding party,wedding,1010,2
wedding party,wedding,1032,4
wedding party,wedding,1052,5
wedding party,party,1010,4
wedding party,party,1011,4
wedding party,wedding,1086,4
wedding party,party,1097,5
wedding party,party,1044,4
wedding party,party,1067,5
wedding party,party,1034,5
wedding party,party,1052,5
wedding party,party,1029,5
wedding photography,wedding,1010,3
wedding photography,wedding,1072,5
wedding photography,wedding,1032,4
wedding photography,wedding,1044,5
wedding photography,wedding,1029,5
wedding photography,wedding,1075,3
wedding photography,wedding,1015,5
wedding photography,wedding,1067,5
wedding photography,wedding,1080,5
wedding photography,wedding,1034,5
wedding photography,wedding,1097,5
wedding photography,wedding,1086,5
wedding photography,wedding,1052,5
wedding photography,photography,1015,5
wedding photography,wedding,1039,4
wedding photography,photography,1075,5
wedding photography,photography,1052,5
wedding photography,photography,1067,5
wedding photography,photography,1072,5
wedding photography,photography,1086,3
wedding photography,photography,1039,5
wedding photography,wedding,1011,5
wedding photography,photography,1029,5
wedding photography,photography,1034,5
wedding photography,photography,1010,4
wedding photography,photography,1080,5
wedding photography,photography,1032,5
wedding photography,photography,1011,5
wedding photography,photography,1044,5
wedding photography,photography,1097,5
word processing,word,1034,4
word processing,word,1080,5
word processing,word,1097,5
word processing,word,1052,5
word processing,word,1011,5
word processing,word,1010,1
word processing,word,1086,4
word processing,word,1029,5
word processing,word,1044,5
word processing,word,1039,3
word processing,word,1072,3
word processing,word,1032,4
word processing,word,1075,1
word processing,processing,1086,2
word processing,word,1015,5
word processing,processing,1072,5
word processing,processing,1029,4
word processing,processing,1032,5
word processing,processing,1067,5
word processing,processing,1010,3
word processing,processing,1052,4
word processing,processing,1015,5
word processing,processing,1011,5
word processing,processing,1039,5
word processing,processing,1080,2
word processing,processing,1075,3
word processing,processing,1034,4
word processing,processing,1097,5
word processing,processing,1044,5
word processing,word,1067,5
